MSUSAM,MSUTDK,MSSWIT,MSJPAN,MSCNDA,MSAUST,MSNZEA,MSSWDN,MSNWAY,MSDNMK,MSGERM,MSITAL,MSFRNC,MSNETH,MSBELG,MSFIND,MSEIRE,MSHGKG,MSSARF,MSSING,MSASTR,MSINDI,MSINDF,MSMALF,MSMEXF,MSPHLF,MSPLND,MSPORD,MSKORE,MSSPAN,MSTAIW,MSTHAF,MSBRAZ,MSISRL
7871.617,8074.483,15168.916,5362.192,6858.506,5412.093,549.086,32141.909,10535.43,28949.548,7489.688,1128.706,7559.426,18124.167,14891.016,1088.005,335.391,54162.626,1098.906,12455.361,3030.077,745.271,1750.405,912.707,11217.549,990.053,1437.964,161.676,604.975,5504.071,556.364,972.291,5834.515,388.604
7847.602,7857.156,14460.185,5286.209,6728.041,5289.228,566.01,30722.484,9835.588,27247.48,7158.714,1036.938,7192.933,17505.578,14446.492,1038.482,325.611,51930.079,1057.49,12385.555,2716.07,700.858,1743.089,856.408,10356.892,990.611,1308.466,144.648,591.809,5106.834,544.263,903.102,5188.98,387.692
7626.069,7777.693,14557.745,5409.709,6171.601,5195.288,550.883,31388.394,9955.071,27764.364,7290.431,1037.084,7245.608,17528.354,15087.264,1049.855,312.968,54802.528,1105.807,12126.96,2500.873,756.524,1722.755,834.357,9735.243,1059.671,1259.712,143.289,606.183,4779.409,549.863,933.871,4855.853,383.269
8072.21,8266.271,15225.913,5738.252,6540.258,5594.105,574.798,33530.14,10625.177,30116.567,7733.638,1123.934,7719.174,18699.669,15868.846,1094.15,356.061,54545.51,1113.172,12125.919,2910.463,770.583,1759.954,862.848,10459.76,1075.202,1281.558,157.949,609.83,5121.081,570.008,940.757,4995.097,383.423
7955.684,7782.902,15203.031,5832.981,6332.418,5454.873,557.76,32451.251,10067.079,31792.19,7757.259,1107.818,7535.384,18369.793,15307.79,1067.273,338.035,55046.599,1092.828,12150.63,2802.681,738.675,1785.971,842.665,10155.876,1091.425,1269.179,155.158,617.615,5078.792,565.751,925.217,4432.813,422.953
8028.432,8321.683,15857.137,6039.846,6776.015,5518.3,564.831,33187.535,11251.288,33587.331,7748.067,1153.681,7927.568,19140.821,15551.456,1054.262,360.215,60073.268,1151.766,13005.886,3093.399,690.368,1612.845,874.354,10249.822,1061.788,1401.827,171.825,658.643,5256.599,591.306,927.096,5179.283,419.054
8135.42,8312.629,16067.81,6119.129,6471.511,5366.287,526.12,32899.502,10884.539,33325.082,7560.541,1169.675,7803.164,19325.841,15618.788,1058.499,360.842,59766.999,1055.973,12308.284,3008.321,709.902,1658.04,818.801,10290.085,1049.103,1307.772,165.244,621.071,5088.712,590.215,891.545,4571.427,420.279
7981.335,8016.29,15409.428,6015.089,6285.098,5120.36,485.488,31689.667,10458.235,32547.955,7363.981,1141.443,7608.709,18924.916,15550.443,1033.873,366.909,58109.312,1086.02,12144.71,2897.09,711.989,1539.228,776.229,10197.227,1038.514,1260.657,159.397,594.726,4980.651,572.694,894.673,4743.794,417.404
8140.837,8155.13,16094.179,6043.473,6058.628,5109.508,493.505,32070.683,10145.062,34533.736,7561.907,1188.649,7986.071,19742.165,15874.497,1072.923,384.139,57140.863,1022.892,11569.504,2997.067,724.631,1468.659,773.369,9938.851,1024.03,1221.305,159.244,546.959,5167.657,532.554,825.988,4164.727,471.743
7646.982,7549.688,15000.554,5692.458,5670.004,4527.621,465.543,30108.251,8969.078,32750.952,6994.333,1125.408,7424.914,18122.535,14765.303,989.368,377.401,49796.769,947.066,10230.889,2763.466,660.99,1343.155,655.9,9292.8,951.013,1179.777,147.379,515.478,4795.656,491.257,778.362,3576.011,434.917
7444.467,7213.587,14340.333,5311.505,5406.462,4337.436,453.341,28786.65,8464.77,31769.295,6562.031,1092.771,7121.204,17259.524,14330.232,976.753,355.567,48721.32,884.693,9779.781,2640.357,664.001,1166.914,634.705,8982.434,932.852,1128.047,141.172,524.53,4431.73,478.686,738.05,3151.541,394.732
8058.738,7739.221,14976.133,5847.609,5636.934,4590.653,521.794,30203.039,9060.302,31918.197,7258.976,1142.141,7719.77,18653.329,15730.097,1071.468,369.066,52895.917,948.765,10706.789,2835.053,674.428,1351.22,670.585,9625.536,956.347,1115.365,149.926,583.698,4748.328,505.365,777.398,3315.379,423.213
8086.848,7563.41,14493.836,5789.541,5526.458,4628.806,506.066,30198.602,8981.022,32915.825,7259.722,1106.058,7493.114,18300.962,16510.724,1071.816,379.811,51241.204,884.589,10128.622,2871.141,642.22,1341.425,679.962,9356.893,921.998,994.348,140.102,563.219,4579.028,488.359,749.849,3211.296,419.925
7950.974,7266.841,14633.224,5809.488,5140.819,4772.239,535.716,29495.888,8436.56,33899.342,7067.516,1067.901,7249.268,17805.566,16322.121,1070.952,380.479,51648.734,791.71,10196.219,2821.209,657.938,1410.458,684.629,8882.265,928.681,982.504,147.361,554.55,4320.722,484.568,692.486,3051.992,430.639
7528.367,6828.775,13534.317,5331.668,5015.176,4365.285,491.687,27165.563,7985.447,32364.973,6441.736,923.122,6919.705,17308.235,15909.316,1030.656,351.645,46844.938,762.16,9277.92,2552.868,612.66,1433.805,701.607,8581.871,882.668,913.004,143.58,523.526,3984.886,462.332,721.018,2828.861,397.661
7512.496,6770.562,13291.55,5185.765,5208.152,4325.919,519.385,27511.663,8128.038,31610.24,6276.571,875.07,6847.82,17050.563,14775.058,964.67,349.105,46783.971,764.623,9593.507,2522.264,567.316,1521.431,687.899,8663.441,879.515,952.63,132.977,511.354,3841.606,481.246,753.398,3006.463,388.164
8027.008,7098.466,13884.722,5439.106,5731.439,4874.335,600.08,29541.343,8590.211,33710.881,6896.595,943.358,7264.571,18406.076,15928.812,1018.329,365.563,51362.152,902.111,10711.877,2806.604,641.516,1569.772,775.308,9637.092,995.741,1118.913,152.13,583.441,4148.454,521.964,810.461,3924.372,387.302
8066.671,7344.307,14319.42,5692.034,6119.819,5013.699,615.045,30195.038,9266.893,34473.971,6983.331,970.451,7407.088,18452.207,16191.353,1016.662,364.094,51846.057,940.391,10769.96,2939.567,644.568,1553.226,755.595,9618.508,964.04,1032.323,157.178,580.846,4365.965,494.24,816.532,4332.531,397.067
8214.231,7309.668,14313.718,5632.769,5911.283,4893.695,613.701,29481.932,9038.44,35019.57,6945.14,936.56,7430.927,18689.387,16543.49,1015.851,372.83,51389.569,851.984,10300.22,2752.771,656.683,1496.652,699.89,8865.949,1007.78,948.715,152.589,553.598,4259.371,502.897,818.327,3741.562,378.858
8235.481,7047.361,14227.269,5495.32,5938.156,4900.073,635.256,28178.91,8858.407,33544.828,6553.067,852.124,7007.909,17525.275,16376.124,1008.143,329.551,51845.451,917.566,10749.917,2535.566,665.398,1639.665,729.354,8968.175,1054.628,925.077,149.185,576.378,3839.978,527.189,834.118,4471.233,373.25
8548.023,7242.33,14577.389,5851.638,6142.21,5300.082,701.94,29227.153,8816.548,35008.159,7040.394,888.539,7398.806,18371.691,16634.237,1060.626,342.845,55390.041,998.738,10774.986,2747.119,703.163,1734.44,723.281,8947.045,1076.852,953.327,157.786,611.577,4090.251,563.674,894.921,4917.844,394.815
8560.956,7255.053,14485.263,5874.322,6164.205,5162.588,716.969,29682.585,9030.265,32813.265,7181.519,894.95,7361.269,18923.035,16519.609,1045.347,361.573,55981.411,922.107,10561.554,2813.848,711.311,1759.879,740.073,9072.987,1059.028,970.76,158.151,631.014,4143.944,575.187,927.722,4962.173,381.208
8570.215,7328.723,14605.432,5976.507,6237.171,5289.454,717.159,30286.008,9421.773,31474.801,7209.747,872.029,7458.295,19142.271,17199.104,1082.965,354.271,58024.171,976.241,10735.5,2963.16,704.798,1796.114,718.302,8770.85,999.608,956.47,158.839,639.629,4202.944,592.294,895.171,4979.416,366.415
8407.798,6951.38,13813.14,6055.342,6185.108,5177.068,676.082,28738.759,9355.425,29513.73,7100.479,886.877,7411.211,18698.613,15725.35,1010.501,335.424,57363.051,966.609,10302.023,3083.949,701.316,1795.761,717.198,9207.61,972.038,988.797,156.783,616.279,4340.547,600.842,874.707,5676.986,341.216
8711.439,6975.637,13473.906,5909.31,6335.137,5195.728,656.677,28787.179,9350.394,27366.938,6837.868,855.133,7280.229,18069.649,14914.919,980.708,339.568,56426.081,889.416,10528.173,3029.024,649.02,1571.845,654.801,8036.041,864.708,914.839,145.727,600.296,3972.38,586.993,861.674,5041.378,325.817
8873.983,7264.233,14041.62,5967.906,6451.331,5329.168,639.223,30059.544,9668.534,28738.353,7314.576,966.396,7685.512,18745.419,15218.377,1035.321,354.788,52818.71,937.453,10345.838,3155.971,648.512,1657.63,657.983,8084.592,872.044,989.269,154.207,605.838,4300.163,579.487,879.536,5089.057,325.319
9057.802,7357.992,14605.03,6190,6695.358,5556.53,695.636,31777.176,10306.752,30015.123,7542.93,942.415,7731.936,19068.454,15233.669,1028.388,356.568,56898.408,963.952,11209.711,3327.938,676.731,1658.506,678.357,8262.964,922.16,1092.727,153.201,652.587,4420.032,608.202,912.462,5636.079,328.097
9413.932,7506.416,14831.328,6259.571,6591.78,5766.114,695.147,31749.138,10048.154,29876.118,7596.975,939.437,7760.25,19772.386,15527.419,1063.432,355.263,58048.426,981.192,11485.432,3327.296,716.692,1697.595,690.516,8543.739,912.688,1148.868,155.517,672.773,4442.94,636.605,918.67,5884.228,342.031
9427.218,7631.688,15281.777,6244.964,6624.468,5915.952,654.135,33060.146,9813.843,30626.399,7938.006,1026.772,8250.145,20873.411,16002.819,1115.051,368.604,59899.125,980.175,11740.237,3442.887,759.54,1775.013,712.553,9382.595,927.38,1164.826,166.927,708.214,4939.567,647.744,955.842,5619.897,343.661
9529.124,7790.307,15865.895,6310.514,6487.564,5874.544,659.885,34640.983,9835.551,33006.597,8179.811,1050.652,8699.626,21767.394,16537.281,1191.409,381.846,61745.763,1034.155,11775.649,3775.807,774.196,1834.124,740.108,9466.372,980.318,1298.425,167.24,715.305,5168.382,661.048,956.974,5620.12,345.64
